fk_word,ex_en,word_pos_en,ex_es,word_pos_esp
3208,The clown at the birthday party made balloon animals for the kids.,2,El payaso en la fiesta de cumpleaños hizo animalitos de goma para los niños.,2
3209,The couple spent the winter in their cozy cabin surrounded by snow-covered trees.,9,La pareja pasó el invierno en su cabaña acogedora rodeada de árboles cubiertos de nieve.,8
3210,Her careful use of logic helped her solve the complex math problem.,5,Su habilidad cuidadosa para usar la lógica le ayudó a resolver el problema matemático complejo.,7
3211,She added a shot of vodka to her cosmopolitan.,6,Ella añadió un trago de vodka a su cósmopolita.,6
3212,The doctor assisted the patient with her medical procedure.,0,El médico asistió al paciente en su procedimiento médico.,0
3213,She made a deposit on her new apartment to secure the rent.,4,Ella depositó un monto de dinero en su nuevo apartamento para asegurar el alquiler.,0
3214,The company's new policy established a clear boundary between employee and customer communications.,8,La nueva política del empresa estableció una clara delimitación entre las comunicaciones del empleado y el cliente.,0
3215,The smell of freshly cut grass is a sensation that brings back memories of childhood summers.,9,El olor del césped recién cortado es una sensación que trae de regreso recuerdos de veranos de la infancia.,9
3216,Her philosophical views on the meaning of life have had a profound impact on modern thought.,0,Sus puntos de vista filosóficos sobre el significado de la vida han tenido un impacto profundo en el pensamiento moderno.,0
3217,She was a deaf student and relied on lip-reading to communicate.,4,Ella era una estudiante sorda y dependía de la lectura de labios para comunicarse.,0
3218,She carefully held the blade to cut through the rope.,5,Ella sostuvo con cuidado el filo para cortar la cuerda.,0
3219,The company combines its operations to reduce costs.,0,La empresa combina sus operaciones para reducir costos.,0
3220,She decided to sprint to the finish line.,4,Ella decidió correr a toda velocidad hasta la línea de meta.,0
3221,Her ultimate objective was to complete the project on time.,3,Su objetivo final era completar el proyecto a tiempo.,2
3222,The university offered extensive financial aid to international students,4,La universidad ofreció extenso apoyo financiero a estudiantes internacionales,4
3223,The truck was hauling heavy machinery across the country.,0,El camión llevaba pesada maquinaria a través del país.,0
3224,The team received the new software as a single packet that needed to be installed immediately.,10,El equipo recibió el nuevo software como un paquete único que debía instalar inmediatamente.,9
3225,The vibrant colors of the painting drew everyone's attention.,2,Los colores vivos del cuadro atraían la atención de todos.,0
3226,She declared her intention to resign from the company.,0,Ella declaró su intención de dimitir de la empresa.,0
3227,The chef carefully filleted the cod for dinner.,6,El chef cortó la bacalao con cuidado para cenar.,5
3228,The politician was accused of being a racist for his comments on immigration.,8,El político fue acusado de ser un racista por sus comentarios sobre inmigración.,8
3229,She always spoke politely to her customers.,0,Siempre hablaba educada con sus clientes.,0
3230,The knight wore armour to protect himself from the enemy.,4,El caballero llevaba armadura para protegerse del enemigo.,4
3231,The shepherd watched over his flock all night.,2,El pastor observó su rebaño toda la noche.,2
3232,The company's disastrous financial decisions led to bankruptcy.,3,Las decisiones financieras desastroosas de la empresa llevaron a su quiebra.,0
3233,She grabbed her trusty slate and began to sketch the landscape.,5,Ella tomó su lápiz de confianza y comenzó a dibujar el paisaje.,0
3234,The rain will spoil the wedding cake if it rains outside.,4,La lluvia estropeará la tarta de cumpleaños si fuera a llover afuera.,0
3235,The vicar led the congregation in prayer.,2,El vicario lideró el congregante en oración.,2
3236,The little bunny hopped across the field.,3,El conejito pequeñs hopiza por el campo.,2
3237,She was reluctant to eat the spicy food.,3,Ella era reacia a comer la comida picante.,0
3238,The movie's horrific plot twists kept me on the edge of my seat.,3,La trama aterradora del cine me mantuvo en el borde de mi asiento.,0
3239,The company's mission statement defines the scope of their business operations.,7,La declaración de misión de la empresa define el alcance de sus operaciones comerciales.,10
3240,The traumatic experience of losing a loved one can stay with you for the rest of your life.,0,La experiencia traumática de perder a un ser querido puede permanecer contigo para el resto de tu vida.,0
3241,She has always found solace in worshiping at the beach during sunrise.,0,Ella siempre ha encontrado consuelo en adorárse al amanecer en la playa.,0
3242,The artist dipped her brush in the ink to create a vibrant design.,8,El artista sumergió su pincel en la tinta para crear un diseño vibrante.,8
3243,The punk rock band was known for their energetic live performances.,2,La banda de rock punk era conocida por sus actuaciones en vivo energéticas.,5
3244,The sound of the canyon echoed through the valley.,0,El sonido del valle ecoó por el cañón.,0
3245,The child giggled with delight as her friend tickled her behind.,0,El niño se rió con alegría cuando su amigo le dio unos golpecitos en la espalda.,0
3246,The house is nearer to the park than to the store.,4,La casa está más cerca del parque que del tienda.,0
3247,Her absence at the party was noticed by her colleagues,2,La ausencia de ella en la fiesta fue notada por sus colegas,2
3248,The province of California is known for its beautiful beaches and vibrant cities.,2,La provincia de California es conocida por sus hermosas playas y ciudades vibrantes.,2
3249,The disturbing news report sparked a heated debate among the community.,2,El informe de noticias perturbador despertó un fuerte debate entre la comunidad.,5
3250,The committee will acknowledge receipt of your application.,4,El comité aceptará el recibimiento de tu solicitud.,0
3251,The lion is a predator in the savannah ecosystem.,5,El león es un depredador en el ecosistema de la sabana.,5
3252,The pilot relied on the radar to navigate through the dense fog.,6,El piloto confiaba en el radar para navegar a través del denso humedal.,6
3253,She poured a gin and tonic into her glass.,4,Ella vierte un gin y tonic en su vaso.,0
3254,The doctor prescribed medication to urge her patient to take their medication regularly.,6,El médico recetó medicación para instar a su paciente a tomar sus medicamentos de manera regular.,6
3255,She created a macro to repeat the same sequence of steps every time she exported the data.,4,Ella creó un macro para repetir la misma secuencia de pasos cada vez que exportaba los datos.,4
3256,She felt a deep sense of comfort when her loved ones embraced her.,0,Se sintió una gran sensación de comodidad cuando sus seres queridos la abrazaron.,0
3257,The bird will swallow a bug whole.,4,El pájaro tragará una hormiga entera.,0
3258,She opened her umbrella to prevent getting wet in the storm.,4,Ella abrió su paraguas para evitar mojarse en el tormenta.,4
3259,Her commitment to consistency earned her a promotion at work.,4,Su compromiso con la consistencia le valió una promoción en el trabajo.,5
3260,She flew her kite high above the lake.,4,Ella volaba su cometa por encima del lago.,4
3261,The philosopher defined the nature of consciousness as a complex and multifaceted concept.,0,El filosofo definió la naturaleza de la conciencia como un concepto complejo y multifacético.,0
3262,"As a citizen of the United States, I have the right to vote.",3,"Como ciudadana de los Estados Unidos, tengo el derecho a votar.",0
3263,The city served as a haven for refugees fleeing the war.,6,La ciudad servó como un refugio para los refugiados que escapaban de la guerra.,6
3264,The polluted air was toxic to humans in high concentrations.,5,El aire polucionado era tóxico para los humanos en concentraciones altas.,5
3265,The wizard waved his staff to conjure a fireball.,2,El mago se movió su bastón para conjurar una bala de fuego.,2
3266,The United States was originally established as a British colony on the East Coast.,10,Los Estados Unidos fueron originalmente establecidos como una colonia británica a lo largo de la costa este.,9
3267,The delivery truck was driven by a carrier who arrived early.,8,El camion de entrega estuvo conducido por un portador quiñ el llegó prematuramente.,9
3268,The fire alarm was triggered by the smell of smoke.,0,El alarma de incendio fue activada por el olor del humo.,0
3269,The school offers an educational program in computer science.,5,La escuela ofrece un programa educativo de ciencias de la computadora.,6
3270,She tossed the coin into the air.,0,Ella lanzó la moneda al aire.,0
3271,The grim face of the old man warned everyone to be careful.,2,El rostro sombrío del anciano advirtió a todos de que tení que tener cuidado.,0
3272,She clenched her jaw in frustration with the difficult task ahead.,4,Ella encorvó su mandíbula en frustración con el tarea difícil que tenía por delante.,4
3273,She likes to stack her books in alphabetical order.,4,Ella gusta apilar sus libros en orden alfabético.,0
3274,The designer added a stylish sleeve to the dress.,6,El diseñador agregó una manga estilizada al vestido.,5
3275,The region has been experiencing a severe drought for the past two years.,8,La región ha estado experimentando una sequía severa durante los dos °ltimos dos años.,7
3276,The recipe called for coriander to add depth to the stew.,5,La receta llamaba por cilantro para agregar profundidad al guiso.,5
3277,The penguin waddled along the icy shoreline.,2,El pingñino se deslizó por la orilla helada congelada.,0
3278,She spilled coffee all over her new white shirt.,0,Ella derramó café por toda su camisa blanca.,0
3279,The aerialist performed a daring stunt during the circus show.,6,El acróbata realizó una nube de astucia durante el espectáculo del circo.,0
3280,She loves to ski in the mountains every winter.,4,Ella ama esquí en las montañas cada invierno.,3
3281,The ambulance sped rapidly to the emergency scene.,0,El ambulancia se movio rapidamente al lugar de escenas de emergencia.,0
3282,the dry desert air lacked sufficient moisture to support plant growth,7,el aire seco del desierto carecia de humedad suficiente para apoyar el crecimiento de las plantas,8
3283,The teacher emphasized the importance of punctuality to the students.,0,El profesor enfatizó la importancia del puntualidad para los estudiantes.,0
3284,The gardener carefully pruned the roses.,2,El jardinero cortó con cuidado las rosas.,2
3285,The city had numerous restaurants to choose from.,4,La ciudad tenía numerosos restaurantes para elegir.,0
3286,The factory relied heavily on its machinery to produce the goods,7,La fábrica confiaba mucho en su maquinaria para producir los bienes,7
3287,She studied for the medical examination to ensure she was qualified for the job.,6,Ella estudió para el examen médico para asegurarse de que estaba calificada para el trabajo.,5
3288,The couple took to the floor for a passionate tango performance.,10,El dúo se llevó al suelo para una actuación apasionada de tango.,12
3289,The hiker had to navigate through a steep slope to reach the summit.,9,El senderista tuvo que navegar por un pendiente empinado para alcanzar la cima.,8
3290,The company was ordered to pay damages for the breach of contract.,10,La empresa fue ordenada pagar daños por el incumplimiento del contrato.,0
3291,Her glamour and charisma on the red carpet captivated the audience.,2,Su glamour y carisma en el pasillo rojo cautivó a la audiencia.,2
3292,The pale moon hung low in the sky.,2,La luna pálida se deslizaba bajo el cielo.,0
3293,The rogue thief stole all the cash from the bank vault.,2,El pícaro ladrón robó todo el dinero del cofre bancario.,2
3294,She gently stroked the feather with her finger.,5,Ella acarició con su dedo la plumas con delicado cuidado.,0
3295,The choir's harmony was a perfect blend of individual voices.,3,La armonía del coro era un perfecto equilibrio de voces individuales.,2
3296,The loss of humanity is a tragedy for the world.,4,La pérdida de la humanidad es una tragedia para el mundo.,5
3297,The warmth of the fire made us feel cozy.,2,El calor del hogar nos hizo sentir acogedores.,2
3298,She needs to understand the basics of coding to start her new job.,6,Necesita entender los básicos del código para empezar su nuevo trabajo.,4
3299,"The stag stood proudly in the forest, its antlers towering above the underbrush.",2,"El ciervo se puso orgullosamente en la selva, con sus cuernos altos sobre el follaje bajo.",2
3300,The ancient Greek temple was famous for its impressive arches that seemed to defy gravity.,0,El antiguo templo griego era famoso por sus impresionantes arcos que parecían defiéndere la gravedad con facilidad.,0
3301,The tourists gathered at the scenic overlook to take in the breathtaking view.,0,Los turistas se reunieron en la mirada panorámica para disfrutar de la impresionante vista.,0
3302,The theory of evolution proposes that all living organisms share a common ancestor.,4,La teoría de la evolución sugiere que todos los organismos vivos comparten un ancestro común.,5
3303,The forensic team collected evidence at the crime scene.,2,El equipo forense recogió evidencia en el escenario del crimen.,3
3304,The teacher was a supportive presence in the classroom.,5,La profesora fue una presencia apoyativa en la sala de clase.,0
3305,"The attacker stabbed her in the back, leaving her bleeding badly.",0,"El atacante la apuñaló en la espalda, dejándola con una herida grave.",0
3306,The store had a remarkable novelty section with gadgets from all over the world.,6,La tienda tenía una sección de novelidades impresionante con gadgets de todo el mundo.,0
3307,She spent years pursuing her passion for art.,0,Ella dedicó años a perseguir su pasión por el arte.,0
3308,The car's hood needs regular waxing to protect the paint.,0,La capa del coche necesita ser remojada con cera para proteger el pintura.,9
3309,The salty ocean air filled my lungs as I walked along the shore.,2,El aire salado del océano llenó mis pulmones mientras caminaba a lo largo de la costa.,3
3310,She sniffed the air for any sign of smoke.,0,Ella olfateaba el aire por cualquier señal de humo.,0
3311,The coach was accused of cheating to get an unfair advantage.,0,El entrenador fue acusado de engañar para obtener una ventaja injusta.,6
3312,The news anchor presented both sides of the story to maintain a neutral perspective.,13,La presentadora del noticiero presentó ambos lados de la historia para mantener una perspectiva neutral.,15
3313,She added fresh spinach to her omelette for extra nutrition.,4,Ella agregó espinaca fresca a su tortilla de huevos para obtener más nutrientes.,3
3314,She loves painting as a hobby and has even sold some of her art to local galleries.,6,Ella ama pintar como un pasatiempo y ha incluso vendido algunas de sus obras a galerías locales.,6
3315,She drew a picture with a piece of chalk on the blackboard.,9,Ella dibujó una imagen con una trocada de tiza sobre la pizarra negra.,9
3316,The company made a profit only in the margin of their sales.,9,La empresa generó un beneficio solo en el margen de sus ventas.,9
3317,The laptop's battery was almost completely drained after several hours of usage.,3,La batería del portátil estuvo casi completamente agotada después de varios horas de uso.,2
3318,The American ambassador is the representation of the US government in Paris.,6,El embajador estadounidense es la representación del gobierno de EE. UU. en París.,6
3319,The firework exploded with an explosive burst of color,6,El cohetéreo explotó con un estallido explosivo de colores,7
3320,The baker carefully sprinkled sugar on top of the freshly baked pie to protect its delicate crust.,17,La panadera colocó cuidadosamente azúcar en la parte superior del pastel recién horneado para proteger su delicada corteza.,18
3321,The shallow end of the pool was perfect for young children.,2,El lado profundo del pozo era perfecto para niños pequeños.,0
3322,The aroma of the stew wafted through the kitchen.,5,El aroma del estofado se extendió por la cocina.,4
3323,The characters in the cartoon were loved by children everywhere.,5,Los personajes en el dibujo animado eran amados por niños de todo el mundo.,0
3324,The humid air made the island feel truly tropical.,9,El aire húmedo hizo que la isla se sintiera verdaderamente tropical.,11
3325,She announced that she was going through a period of pregnancy after the baby's ultrasound results confirmed it.,11,Ella anunció que estaba pasando por un período de embarazo después de que los resultados del ultrasonido confirmasen la cosa.,10
3326,The company's innovative approach to sustainability has made it a leader in its industry,0,La empresa innovadora en el enfoque de sostenibilidad se ha convertido en líder en su industria,0
3327,The athletes trained in athletics to prepare for the Olympics.,5,Los atletas entrenaron en atletismo para prepararse para los Juegos Olímpicos.,5
3328,The bouncy castle on the playground was a hit with the kids.,2,El castillo bouncy en el parque de juegos fue un éxito con los niños.,0
3329,She poured gravy over her mashed potatoes.,3,Ella vertió salsa sobre sus patatas maceradas.,3
3330,The treatment of slaves in ancient Egypt was often brutal and inhumane.,0,El trato de los esclavos en el antiguo Egipto era a menudo brutal e inhumano.,0
3331,The swift car sped down the highway.,2,El coche rápido condujo por la autopista.,3
3332,She was working on the draft of her novel for hours every day.,6,Ella estaba trabajando en el borrador de su novela durante horas cada día.,6
3333,She loves to wander through the streets of Paris on Sundays.,4,Ella disfruta vagar por las calles de París los domingos.,3
3334,The rotten fish made the whole kitchen smellily.,0,El pescado podrido hizo que toda la cocina tuviera un hediondo olor.,11
3335,The vicious attack on the dog left it with severe injuries.,2,El ataque violento al perro lo dejó con graves lesiones.,0
3336,The cake was sweet with just the right amount of sweetness.,11,El pastel estaba dulce con la exacta cantidad de dulzura que necesitábamos,10
3337,The store is selling a ton of new video games.,6,La tienda vende una tonelada de nuevos juegos de video.,5
3338,She wrapped herself in a large towel after getting out of the shower.,7,Se envuelve con una gran toalla después de salir del ducha.,6
3339,The tourists took a break under the shade of a palm tree on the beach.,11,Los turistas se tomaron un descanso bajo la sombra de un árbol de palma en la playa.,14
3340,The hiking boots were filled with muddy water,7,Los botas de senderismo estaban llenas de agua enfangada,0
3341,The history professor spent years researching and writing for a column on ancient civilizations.,11,El profesor de historia pasó años investigando y escribiendo una columna sobre las civilizaciones antiguas.,11
3342,The aeroplane soared through the sky before landing safely.,2,El aeroplano se elevó por el cielo antes de aterrizar de manera segura.,2
3343,Her obsession with cooking led her to experiment with new recipes every night.,2,Su obsesión con la cocina la llevó a probar nuevos recetas cada noche,2
3344,She is skilled at negotiation and can resolve conflicts without any major issues.,5,Ella es hábil en negociación y puede resolver conflictos sin ningún gran problema.,5
3345,The company invested in renewable energy to reduce its carbon footprint.,5,La empresa invirtió en energía renovable para reducir su huella de carbono.,6
3346,The dog liked to lick the ice cream cone.,5,El perro se lama la bola de hielo.,0
3347,She asked me to justify my absence from the meeting.,5,Le pidió que justificara su ausencia de la reunión.,0
3348,"She gave her consent for the medical procedure, and everything went smoothly.",4,Ella dio su consentimiento para el procedimiento médico y todo salió bien.,4
3349,The worker's collective bargaining rights have improved workplace safety,3,Los derechos de negociación colectiva del trabajador han mejorado la seguridad laboral,0
3350,The sudden departure of key employees led to significant disruption in the company's operations.,10,La salida repentina de empleados clave causó un desorden significativo en las operaciones de la empresa.,0
3351,The ancient city was a prime example of a lost civilization.,0,La antigua ciudad fue un ejemplo claro de una civilización perdida.,10
3352,The sweeping changes in the economy had a significant impact on employment rates.,2,Los cambios profundos en la economia tuvieron un efecto significativo sobre las tasas de empleo.,0
3353,The government was accused of engaging in a conspiracy to cover up the scandal.,9,El gobierno fue acusado de estar involucrado en una conspiración para cubrir el escándalo.,10
3354,"She was a connoisseur of wine, with a keen sense of tasting.",12,"Ella era una experta en vino, con un sentido muy agudo para cata.",13
3355,She carefully trimmed the stem to prevent it from snapping,5,Ella cortó cuidadosamente el tallo para evitar que se parta,5
3356,The vacuum cleaner was making a lot of noise as it cleaned the floor.,2,El aspirador de tiendas estaba haciendo mucho ruido mientras limpiaba el piso.,0
3357,The committee will proceed with the new proposal.,4,El comité procederá con la nueva propuesta.,0
3358,The reliable source of information was widely used by the public.,2,La fuente de información fiable fue ampliamente utilizada por el público.,5
3359,The performer took a bow after the show,2,El intérprete tomó un giro de mano después del espectáculo,2
3360,The local councillor attended the town hall meeting to discuss community issues.,3,El concejal local asistió a la reunión del ayuntamiento para discutir problemas comunitarios.,2
3361,She sent an invitation to her friends for the party next weekend.,4,Ella envió una invitación a sus amigos para la fiesta del fin de semana siguiente.,4
3362,The sudden appearance of a strange phenomenon in the city's main square was met with curiosity and concern.,7,La apertura repentina de un fenómeno extraño en la plaza principal de la ciudad generó curiosidad y preocupación.,6
3363,The music paused for a moment before continuing with the next song.,0,La música se detuvo por un momento antes de seguir con la siguiente canción.,0
3364,The recent economic downturns have caused widespread unemployment.,0,Las recientes caídas económicas han causado un aumento en el desempleo a gran escala.,0
3365,The painter carefully placed the marble statue on its pedestal.,6,La pintora colocó con cuidado el estatueta de mármol sobre su pedestal.,9
3366,The bomber navigated the plane through treacherous skies.,2,El bombardero navegaba el avñ con malditos cielos.,2
3367,The jockey was experienced enough to handle the difficult terrain.,2,El jockey experimentado era capaz de manejar el terreno difícil.,2
3368,The juicy steak was cooked to perfection.,2,El bistec jugoso fue cocinado a la perfección,3
3369,The new software update contained a virus that deleted all our files.,7,El actualización del software contenía un virus que eliminó todos nuestros archivos.,7
3370,The soldier took a powerful stride across the battlefield.,6,El soldado tomó un paso largo y poderoso en el campo de batalla.,0
3371,The snake's venom was lethal to humans.,5,El veneno del reptil era lethal para los humanos.,0
3372,She carefully turned the steering wheel to avoid hitting the wall.,5,Ella se encargo con cuidado del volante para evitar golpear la pared.,0
3373,The identical twins looked at each other with curiosity.,2,Las gemelas idénticas miraron entre sí con curiosidad.,0
3374,She has always been passionate about her occupation as a painter.,8,Ella siempre ha estado apasionada con su ocupación como pintora.,8
3375,The company installed cameras to enhance the security with surveillance.,10,La empresa instaló camaras para mejorar la seguridad con vigilancia.,10
3376,The documentary focused on issues affecting teenagers.,0,El documental se centró en problemas que afectan a adolescentes.,10
3377,The roller coaster gave her a thrill as it plummeted down the steep drop.,7,El descenso repentino del monte-rroler le dio una emocionante sensación de aventura,0
3378,She spat on her shoe in anger.,0,Ella escupió en su zapato con ira.,0
3379,The family moved into a new house with a spacious basement.,11,La familia se mudó a una nueva casa con un sótano espacioso.,11
3380,The judge's judgement on the case was widely respected by the community.,3,La opinión del juez sobre el caso fue ampliamente respetada por la comunidad.,0
3381,The company's annual proceedings were published on its website for public viewing.,4,Los procedimientos anuales de la empresa fueron publicados en su sitio web para su visión pública.,2
3382,She went on stage to congratulate the award winners.,6,Ella se dirigió al escenario para felicitar a los ganadores del premio.,0
3383,She was known for spreading gossip about her coworkers at the office.,6,Ella era conocida por difundir chisme sobre sus colegas de trabajo en el despacho.,6
3384,The movie received a high rating from critics.,6,La película recibió una alta calificación de los críticos.,6
3385,The puppy played with the ball.,2,El cachorro jugó con la pelota.,2
3386,The museum's memorabilia exhibit included everything from ancient artifacts to childhood toys.,3,El museo de las exhibiciones de recuerdos incluía todo desde artefactos antiguos hasta juguetes de la infancia.,7
3387,Her opinions have been influential in shaping the company's strategy.,5,Sus opiniones han sido influyentes en la formación de la estrategia de la empresa.,0
3388,She used her elbow to wipe out the spill.,4,Ella utilizó su codo para limpiar el derrame.,4
3389,The artist made a quick sketch of the cityscape before starting the final painting.,6,El artista hizo un rápido boceto del paisaje antes de empezar la pintura final.,6
3390,The woodsman swung his axe to chop the logs.,5,El cortador de bosques golpeaba su hacha para cortar los troncos.,7
3391,The match was just enough to spark the flame,7,La cerilla era lo suficiente para hacer chispar la llama,0
3392,"She had an intent to attend the concert, but it fell through due to bad weather.",4,"Tener la intención de asistir al concierto, pero que se canceló debido a mal tiempo.",0
3393,She exclaimed aha when she finally figured out the puzzle.,3,Ella exclamó aja cuando finalmente se dio cuenta del rompecabezas.,3
3394,She rubbed her sore butt with ice packs.,5,Ella masajeó su trasero con paquetes de hielo.,4
3395,The prop under the table helped to stabilize it.,2,El soporte bajo la mesa ayudó a estabilizarlo.,2
3396,The gardener carefully picked up the curious insect from the soil.,8,El jardinero cuidadosamente tomó la curiosa oruga del suelo.,0
3397,The stage curtain slowly opened to reveal the starting performers.,3,La cortina del escenario se abrió lentamente para revelar los primeros actores.,2
3398,She was uncertain about the answer and couldn't make a decision.,3,Ella estaba insegura sobre la respuesta y no podía tomar una decisión.,0
3399,The team takes a fortnight off after the tournament.,5,El equipo se toma una quincena después del torneo.,6
3400,The artificial intelligence program was able to learn and adapt quickly.,2,El programa de inteligencia artificial pudo aprender y adaptarse rápidamente.,5
3401,She seemed a bit dumb when she couldn't solve the simple math problem.,5,Ella parecía tonta al no poder resolver el problema matemático sencillo.,0
3402,She gave the guitar a quick flick to tune it,7,Ella le dio al bajo un rápido toque para afinarlo,8
3403,The ship's hatch was secured with a heavy iron strap after the storm.,3,La bodega del barco estaba sellada con un fuerte cordel de hierro después de la tormenta.,0
3404,The butler poured me a glass of wine while I watched the soccer match.,2,El mayordomo me sirvió un vaso de vino mientras yo veía el partido de fútbol.,2
3405,Her loyalty was rewarded with a promotion at work.,2,Su lealtad fue recompensada con una promoción en el trabajo.,2
3406,"After catching the flu, Sarah spent several days in bed feeling miserable.",4,"Después de contraer la gripe, Sarah pasó varios días en la cama sintiéndose malhumoradamente.",5
3407,She poured herself a cup of hot tea from the new tee.,12,Ella se sirvió una taza de té caliente desde la nueva tee.,12
3408,Her hard work led to her achieving prosperity in her career.,8,Su trabajo duro la llevó a alcanzar prosperidad en su carrera.,8
3409,The city council met with the neighbouring town to discuss a new trade agreement.,7,El consejo municipal se reunió con la ciudad vecina para discutir un acuerdo comercial nuevo.,0
3410,The courier carefully handled the parcel before handing it over to the customer.,6,El mensajero cuidadosamente manejó el paquete antes de entregarlo al cliente.,6
3411,Queen Elizabeth II was the monarch of the United Kingdom for over sixty years.,6,Reina Elizabeth II fue la monarca del Reino Unido durante más de sesenta años.,6
3412,"The new band's funky sound was infectious, getting everyone on the dance floor.",4,"El sonido nuevo del grupo era divertido, haciendo que todos salieran al piso.",0
3413,Most people conform to conventional norms in their daily lives.,5,La mayoría de las personas se ajustan a las normas convencionales en sus vidas diarias.,0
3414,The comedian's hilarious impressions of politicians left the audience in stitches.,3,Las impresiones cómicas del comediante sobre los políticos hicieron reír a la audiencia de pies.,0
3415,The rare collectable coin was displayed at the museum.,3,La moneda rara y coleccionable fue exhibida en el museo.,5
3416,The European mainland is considered a continental shelf.,7,La península europea se considera una plataforma continental.,8
3417,The soldiers formed a brigade to secure the city perimeter.,5,Las soldadas formaron una brigada para asegurar la zona periférica de la ciudad.,5
3418,She presumed the weather would be nice and took her children to the park.,0,Ella presumió que el tiempo sería amable y llevó a sus hijos al parque.,0
3419,The committee will approve the budget proposal.,4,El comité aprobará la propuesta presupuestaria.,0
3420,The singer's vocal range was impressive.,3,La voz del cantante era impresionante.,0
3421,She put on her favourite jumper to keep warm at the ski resort.,6,Ella puso su favorito jersey para mantenerse caliente en la estación del esquí.,5
3422,The patient's symptoms suggested a severe mental disorder.,8,Los síntomas del paciente sugerían una grave disorden mental.,0
3423,The children's laughter filled the room with happiness.,3,El rey se rió tanto que su risa llenó la habitación con alegría.,8
3424,her rising popularity on social media was impressive,3,su creciente popularidad en las redes sociales era impresionante,3
3425,She injured her wrist while playing tennis.,4,Ella se lastimó la muñeca mientras jugaba tenis.,5
3426,The farmer carefully loaded the tractor with equipment to prepare the fields.,6,El agricultor cargó con cuidado el tractor con equipo para preparar los campos.,7
3427,The soap created a rich foam in the sink after washing dishes.,6,El jabón creó una rica espuma en el fregadero después de lavar los platos.,6
3428,The unity of the two teams was evident in their synchronized movements on the field.,2,La unidad de los dos equipos era evidente en sus movimientos sincronizados en el campo.,2
3429,The London Borough of Hackney is a local government area within the London metropolitan region.,3,El Municipio de Hackney de Londres es una zona de gobierno local dentro de la región metropolitana de Londres.,2
3430,The family lived in a grand mansion with beautiful gardens.,7,La familia vivía en una mansión grande con jardines hermosos.,6
3431,The gardener attached the watering can to the end of the hose.,5,El jardinero colocó el recipiente de riego en la punta del caño.,7
3432,The architectural firm designed a sustainable and innovative building for the city.,2,La empresa arquitectónica diseñó un edificio sostenible e innovador para la ciudad.,0
3433,The parrot perched on my shoulder was repeating my favorite phrase.,2,El parrot que se sentaba encima de mi hombro repetía mi frase favorita.,0
3434,She went to the diner for breakfast and ordered pancakes.,5,Ella fue al comedor para desayunar y ordenó panqueques.,4
3435,The cookie crumbled in my hand as I bit into it.,0,El galleta se desmoronó en mi mano al mordertela.,0
3436,Gambling has become increasingly popular in online casinos and sportsbooks.,1,El juego de azar ha adquirido una popularidad creciente en los casinos en línea y apostas de deportes.,0
3437,The doctor tried to reassure her about her condition.,5,El médico trató de tranquilizarla sobre su condición.,0
3438,The electronic device was designed to be compact and efficient.,2,El dispositivo electrónico fue diseñado para ser compacto y eficiente.,3
3439,The staircase was so slippery that I had to hold onto the railing for dear life.,5,El ascensor era tan resbaladizo que tenía que aferrarme al barandal para no caer,5
3440,The company's CEO was called in for an inspection after allegations of misconduct were raised.,9,La CEO de la empresa fue llamada a una inspección después de que se le hicieron acusaciones de malversación de fondos.,10
3441,The camera's lens was replaced after it became cloudy with age.,3,La cámara tenía un lente viejo y lo reemplazaron después de que se volvió nublado con el tiempo.,5
3442,The car is set to automatic mode for the highway drive.,7,El coche esta configurado en modo automatico para la conduccion en la autopista.,6
3443,The bleak weather forecast forced us to cancel the outdoor picnic.,2,La precaria previsión meteorológica obligó a cancelar la pícnicosa al aire libre.,0
3444,She pressed the brake pedal with her foot.,4,Ella presionó el acelerador con su pie.,0
3445,"The crowd joined the choir, adding their voices to the chorus.",11,"La gente se unió al coro, sumando sus voces a la canción.",6
3446,She wore a pair of jeans to the concert.,6,Ella llevaba un par de vaqueros al concierto.,6
3447,The grumpy old man complained to the customer service.,2,El hombre viejo y gromosito quejó con el servicio al cliente.,0
3448,The politician's mandate was to create jobs in the region.,3,El mandato del político era crear empleos en la región.,2
3449,The monetary policy of the government aimed to reduce inflation.,2,La política monetaria del gobierno buscaba reducir la inflación.,0
3450,the new restaurant in town is desirable to foodies.,7,el nuevo restaurante en la ciudad es deseable para los amantes de la comida.,8
3451,The company's commitment to transparency has helped build trust with its customers.,5,El compromiso de la empresa con la transparencia ha ayudado a construir confianza con sus clientes.,8
3452,The rapper's fast-paced flow added to the energy of the concert.,0,La velocidad del ritmo del rapista añadió energía al concierto.,0
3453,The gardener carefully removed the worm from the soil.,6,El jardinero cuidadosamente sacó el gusano del suelo.,6
3454,The company signed a lease on the new office space.,5,La compañía firmó un arrendamiento en el espacio oficiero nuevo.,5
3455,The weather forecast predicted a drizzle for the entire morning.,6,El pronóstico del tiempo previo una llovizna durante toda la mañana.,7
3456,The traffic light indicates when to proceed.,0,El semáforo indica cuándo puede avanzar.,0
3457,The prominent leader of the company was featured on the front page of the newspaper.,2,El líder prominente de la empresa fue destacado en la portada del periódico.,3
3458,her passion was fueled by a growing intensity in the city's protests,8,su pasión estaba impulsada por una creciente intensidad en las protestas de la ciudad,8
