fk_word,def_en,def_es,translation
3179,A person who steals property from others.,Un persona que roba propiedad de otros.,ladrón/ladrona
3180,a volcanic eruption is a sudden release of energy that can cause widespread destruction,una erupción volcánica es una explosión repentina de energía que puede causar destrucción en amplias áreas,volcán
3181,The movable part of the mouth that forms the seal around the edge of the teeth.,El movimiento que forma el borde de la lengua alrededor del borde de los dientes.,labio
3182,a sudden loud cry of pain or discomfort,un grito fuerte y repentino de dolor o molestia,ay
3183,A gene is a unit of heredity that is passed from one generation to the next.,Una genes es un elemento de herencia que se transmite desde una generación a la siguiente.,gen
3184,A board game played on a square board with pieces that move according to specific rules.,Un juego de mesa jugado en una tabla cuadrada con piezas que se mueven según ciertos reglas.,ajedrez
3185,A free time activity enjoyed for relaxation or enjoyment.,Un tiempo libre disfrutado para relajación o disfrute.,ocio
3186,the state of being worthy of respect and admiration,el estado de ser digno de respeto y admiración,dignidad
3187,"a meeting or assembly of people who are all members of a particular organization, profession, or group.","una reunión o reuniones de personas que todas son miembros de una organización, profesión u grupo específico.",convención
3188,the quality of being trustworthy or believable,la calidad de ser confiable o creíble,credibilidad
3189,"to keep or hold something in mind, memory, or use","mantener o conservar algo en la mente, memoria o uso",retener
3190,A planned journey or mission often involving exploration or travel to a new place.,"Un viaje o misión planificada, a menudo con el fin de explorar o viajar a un nuevo lugar.",expedición
3191,a substance that can flow or change shape easily,un líquido que puede fluir o cambiar de forma fácilmente,fluido
3192,to make a connection between things or people,hacer una conexión entre cosas o personas,relacionar
3193,a structure at the top of a building that carries away smoke and gases,una estructura en la parte superior de un edificio que transporta humos y gases,chimenea
3194,a position or level of superiority,una posición o nivel de superioridad,rango
3195,having a tendency to wobble or sway unsteadily.,tendiente a tambalearse o moverse de manera inestable.,tambaleante
3196,lasting for a long time; enduring,duradero durante un tiempo largo; resistente,duradero/duradera
3197,A withdrawal or removal of troops from a place.,Una retirada o retiro de tropas de un lugar.,retirada
3198,The state of being equal or having the same status.,El estado de ser igual o tener el mismo estatus.,igualdad
3199,relating to agriculture or the cultivation of crops and raising of livestock.,relacionado con la agricultura o la cultivo de cultivos y el criadero de animales.,agrícola
3200,having a deep and abiding impact or effect,teniendo un profundo y duradero impacto o efecto,profundo/profunda
3201,the process by which the brain interprets sensory information from the environment.,el proceso por el cual el cerebro interpreta la información sensorial del entorno.,percepción
3202,to put things in order or a specific way,llamar a la atención de alguien para que haga algo concretamente,organizar
3203,to stop working or serving in a position,dejar de trabajar o servir en un cargo,dimitir
3204,"A type of sandwich typically made from a cooked patty of ground meat, served on a bun with various toppings.","Un tipo de sandicia típicamente hecha con una parrilla de pata de carne, servido en un pan con diferentes toppingos.",hamburguesa
3205,"a feeling of worry, nervousness, or unease about something","un sentimiento de preocupación, nerviosismo o inquietud sobre algo",ansiedad
3206,a firm and often unshakeable belief in a person's guilt or innocence,una creencia firme y a menudo indiscutible sobre la inocencia o culpabilidad de una persona,convicción
3207,Having a mild and subtle effect or quality.,Tener un efecto o calidad suave y sutil.,sutil
3208,a person who entertains audiences with comedy and physical antics,un hombre o mujer que entreten a las audiencias con comedia y actitudes físicas,payaso/payasa
3209,"A small house or building for one or two people, typically in a rural area.","Una pequeña casa o edificio para una o dos personas, típicamente en un área rural.",cabaña
3210,The ability to reason and draw conclusions based on evidence and sound argumentation.,La capacidad de razonar y concluir basada en evidencia y argumentación sólida.,lógica
3211,"A strong spirit made from potatoes or grapes, often used in cocktails.","Un fuerte espíritu hecho de patatas o uvas, a menudo utilizado en cócteles.",vodka
3212,to provide help or support,providar ayuda o apoyo,asistir
3213,A sum of money or goods set aside for future use.,Un monto de dinero o bienes reservado para uso futuro.,depósito
3214,A line or area that marks the limits of something.,Una línea o área que marca los límites de algo.,límite
3215,a feeling or impression that something has happened; a strong emotion,una sensación o impresión que algo ha sucedido; una fuerte emoción,sensación
3216,The study of fundamental nature of reality and knowledge,El estudio de la naturaleza fundamental de la realidad y el conocimiento,filosofía
3217,lacking the sense of hearing.,falta el sentido del oído.,sordo/sorda
3218,A sharp-edged tool for cutting or chopping.,Un filo afilado para cortar o descascar.,hoja
3219,to join or merge two or more things together,unir o combinar dos o más cosas,combinar
3220,a short burst of speed or effort,un breve intervalo de velocidad o esfuerzo,esprint
3221,a goal or aim that someone wants to achieve.,un objetivo o meta que alguien quiere alcanzar.,objetivo
3222,"relating to or involving a large amount of space, time, or resources","relacionado con una cantidad considerable de espacio, tiempo o recursos",extenso/extensa
3223,a large quantity of goods or materials carried or moved,un gran cantidad de bienes o materiales transportados o movidos,acarreo
3224,A small group or amount of something sent over a computer network.,Un pequeño grupo o cantidad de algo enviado por una red de computadora.,paquete
3225,full of energy and life,llena de energía y vida,vibrante
3226,to officially announce or confirm something,anunciar o confirmar algo oficialmente,declarar
3227,a type of small white fish,un tipo de pescado pequeño blanco,bacalao
3228,"a person who hates or discriminates against people because of their race, ethnicity, or national origin.","una persona que odia o discrimina contra las personas debido a su raza, etnia o origen nacional.",racista
3229,showing respect and consideration for others,mostrar respeto y consideración por los demás,educado/educada
3230,a protective covering of metal plates,un recubrimiento protegido de placas de metal,armadura
3231,A shepherd is a person who takes care of sheep.,Un pastor es una persona que cuida ovejas.,pastor/pastora
3232,causing or resulting in a disaster,causando o resultante en un desastre,desastroso/desastrosa
3233,A slate is a flat piece of material used for writing or drawing.,Un lápiz es una plancha plana usada para escribir o dibujar.,pizarra
3234,"To ruin or damage something by exposing it to air, heat, or other elements.","Destruir o dañar algo al exponerlo a aire, calor o otros elementos.",estropear
3235,A person who is the spiritual leader of a church or other religious organization.,Una persona que es el líder espiritual de una iglesia o otra organización religiosa.,vicario
3236,a small mammal that is often kept as a pet,una pequeña mamífero que se mantiene a menudo como mascota,conejito
3237,unwilling to do something,reacio a hacer algo,reacio/reacia
3238,causing great shock or fear,causando un gran choque o miedo,horrífico/horrífica
3239,The scope of a project refers to the range of activities and tasks involved in its execution.,El alcance de un proyecto se refiere al rango de actividades y tareas involucradas en su ejecución.,alcance
3240,A profound and lasting emotional or psychological wound.,Un herido profundo y duradero en el plano emocional o psicológico.,trauma
3241,the act of showing reverence for a deity or higher power,el acto de mostrar reverencia a un dios o poder superior,adoración
3242,A liquid substance used for writing or printing.,Un líquido utilizado para escribir o imprimir.,tinta
3243,A subculture characterized by its rejection of mainstream values and its emphasis on nonconformity.,Un movimiento de subcultura que rechaza los valores principales y destaca la no conformidad.,punk
3244,to produce a sound that is repeated back,producir un sonido que se repite de regreso,eco
3245,A tickle is a light and playful touch or caress that creates a pleasant sensation of amusement.,Las cosquillas son un toque ligero y juguetón que crea una sensación agradable de diversión.,cosquillas
3246,Located or situated in a more proximate place.,Ubicado o situado en un lugar más cercano.,más cerca
3247,the state of not being present or available,el estado de no estar presente o disponible,ausencia
3248,A region of a country or state with its own local government.,Una región de un país o estado con su propio gobierno local.,provincia
3249,causing emotional disturbance or anxiety,causando disturbo emocional o ansiedad,perturbador/perturbadora
3250,to accept or admit the truth of something,acceptar o admitting la verdad de algo,reconocer
3251,A predator is an animal that hunts and eats other animals.,Un depredador es un animal que caza y come a otros animales.,depredador
3252,A system using radio waves to detect and locate objects.,Un sistema que utiliza ondas de radio para detectar y localizar objetos.,radar
3253,A spirit flavored with juniper berries.,Un espíritu aromatizado con bayas de juniper.,ginebra
3254,to motivate or drive someone to do something,motivar o impulsar a alguien a hacer algo,instar
3255,A macro is a high-level representation of instructions that can be used to automate repetitive tasks.,Un macro es una representación de instrucciones en un nivel superior que puede usarse para automatizar tareas repetitivas.,macro
3256,to hold or take someone or something in one's arms,sostener o tomar a alguien o algo en los brazos,abrazar
3257,to swallow something is to put it into one's mouth and swallow it,tragar algo es ponerlo en la boca y tragarlo,tragar
3258,A portable device with fabric and a rigid frame that protects against rain.,Un dispositivo portátil con tela y marco rígido que protege contra la lluvia.,paraguas
3259,"the quality of being consistent in behavior, actions, or results.","la calidad de ser consistente en comportamiento, acciones o resultados.",consistencia
3260,"a lightweight, uncontrolled aircraft that flies through the air",un avión ligero y no controlado que vuela a través del aire,cometa
3261,to explain or describe something in detail,explicar o describir algo con detalle,definir
3262,A person who is a member of a country or state.,Un ciudadano es un individuo que tiene la nacionalidad de un país o estado.,ciudadano/ciudadana
3263,A place of safety and refuge.,Un lugar de seguridad y refugio.,refugio
3264,"corrupting or poisonous to the mind, body, or environment","corrompedor o tóxico para la mente, cuerpo o entorno",tóxico/tóxica
3265,A person skilled in magic or sorcery.,Un individuo experimentado en magia o hechicería.,mago/maga
3266,A colony is a body of people who live in a region under the control and influence of another country.,Una colonia es un grupo de personas que viven en una región bajo el control y la influencia de otro país.,colonia
3267,A person or vehicle that carries goods,Una persona o vehculo que transporta mercancias,portador/portadora
3268,A person or thing that causes something to happen or be started.,Un persona o cosa que causa algo que sucede o se inicia.,detonante
3269,relating to education or the process of teaching and learning,relacionado con la educación o el proceso de enseñanza y aprendizaje,educativo/educativa
3270,to throw or cast something upward or forward,lanzar algo o alguien hacia arriba o hacia adelante,lanzar
3271,expressing or feeling intense sadness or hatred,expresando o sintiendo gran tristeza o odio,lúgubre
3272,The jaw is the part of the human face that contains the teeth.,La mandíbula es la parte del rostro humano que contiene los dientes.,mandíbula
3273,to pile something on top of each other,apilar algo sobre otros,pila
3274,A sleeve is a fabric covering for the arm of a garment.,Una manga es una cobertura de tela para el brazo de un vestido.,manga
3275,a prolonged period of abnormally low rainfall resulting in water shortage.,un período prolongado de baja precipitación normal causando escasez de agua.,sequía
3276,a plant with leaves and seeds used as a spice,una planta con hojas y semillas utilizada como especia,cilantro
3277,A flightless bird that lives in the Southern Hemisphere,Un ave voladora que vive en el hemisferio sur del mundo,pinguino
3278,a liquid or gaseous substance that has been lost through an opening or crack in a container.,un líquido o gas que se ha perdido a través de una apertura o grieta en un recipiente.,derrame
3279,a clever or impressive feat performed for entertainment,una habilidad o impresionante actuación realizada para entretenimiento,acrobacia
3280,A sport in which skiers use skis to glide down snow-covered slopes.,Deporte en el que los esquíes se utilizan para gladir por pendientes cubiertas de nieve.,esquí
3281,moving or happening quickly,muy rápido o muy rápida,rápido/rápida
3282,the amount of water vapor in the air,la cantidad de vapores en el aire,humedad
3283,The emphasis on a particular word or phrase can change the meaning of a sentence.,El énfasis en una palabra o frase particular puede cambiar el significado de una oración.,énfasis
3284,A person who tends to gardens and plants.,Un hombre o mujer que cuida jardines y plantas.,jardinero/jardinera
3285,many in number or amount,muy grande número o cantidad,numeroso/numerosa
3286,a set of machines and tools used to make or repair something,un conjunto de máquinas y herramientas utilizadas para hacer o reparar algo,maquinaria
3287,"a test or series of tests designed to assess knowledge, skills, or character.","un examen o serie de exámenes diseñados para evaluar conocimiento, habilidades o carácter.",examen
3288,A style of partner dance that originated in Argentina and Uruguay.,Un estilo de baile en pareja que se originó en la Argentina y el Uruguay.,tango
3289,A surface formed by the gradual incline of land or a man-made structure,Un superficie formada por la inclinación gradual de tierra o una estructura artificial,pendiente
3290,A breach is a failure to comply with a legal or contractual requirement.,Una brecha es una falta de cumplimiento con un requisito legal o contractual.,brecha
3291,a feeling of attraction or admiration for someone or something,un sentimiento de atracción o admiración hacia alguien o algo,glamour
3292,lacking brightness or color,falta de brillo o color,pálido/pálida
3293,A person who rejects or rebels against authority or convention.,Un individuo que rechaza o rebota contra la autoridad o la convención.,pícaro/pícara
3294,"A light, airy part of a bird's wing.",Un ligero pedazo de la ala de un ave.,pluma
3295,a state of being in harmony with others or with oneself,un estado de armonía con otros o consigo mismo,armonía
3296,The quality that distinguishes humans from other living things.,La calidad que distingue a los humanos de otros seres vivos.,humanidad
3297,a feeling of comfort and gentleness,un sentimiento de confort y suavidad,calor
3298,The basic principles of a subject are its fundamental concepts.,Los principios básicos de un tema son sus conceptos fundamentales.,básicos
3299,A stag is a mature male deer.,Un ciervo es un macho adulto de ciervo.,ciervo
3300,"A curved structure, typically made of stone or metal, supporting a building or spanning an opening.","Una estructura curva, generalmente hecha de piedra o metal, que apoya una edificación o cruza un aberturo.",arco
3301,a natural scene or view,un escenario natural o vista,paisaje
3302,The process by which species change over time through genetic variation and natural selection.,El proceso por el cual las especies cambian a lo largo del tiempo mediante variación genética y selección natural.,evolución
3303,relating to the application of scientific methods to legal issues.,relacionado con la aplicación de métodos científicos a cuestiones legales.,forense
3304,providing help or encouragement,proporcionando ayuda o aliento,apoyativo/apoyativa
3305,A violent thrust of a sharp object into the body.,Un golpe violento de un objeto afilado en el cuerpo.,apuñalamiento
3306,the quality of being new or unusual,la calidad de ser nuevo o extraño,novelty/novedad
3307,a continued effort to achieve a goal or end,un esfuerzo continuo por lograr un objetivo o fin,persecución
3308,A substance applied to surfaces to make them shiny and waterproof.,Un producto aplicado a superficies para hacerlas brillantes y impermeables.,cera
3309,"having a sharp, bitter taste",teniendo un sabor amargo,salado/salada
3310,to smell or detect something using the nose,olfetear o detectar algo con el nariz,olfatear
3311,to deceive or mislead someone intentionally,engañar a alguien intencionadamente,engañar
3312,free from bias or prejudice; impartial.,libre de sesgo o prejuicio; imparcial.,neutral
3313,a leafy green vegetable often used in salads and smoothies.,una hoja verde comestible a menudo utilizado en ensaladas y batidos.,espinaca
3314,A hobby is an activity that you enjoy doing in your free time.,Un pasatiempo es una actividad que disfrutas haciendo en tu tiempo libre.,pasatiempo
3315,"A writing instrument made of a soft, white material.",Un instrumento de escritura hecho de un material blanco suave.,tiza
3316,the space at the edge of something,el espacio en la parte externa de algo,margen
3317,A battery is a device that stores electrical energy in the form of chemical energy.,Una batería es un dispositivo que almacena energía eléctrica en forma de energía química.,batería
3318,A person or group sent to a country to act on behalf of their government.,Un individuo o grupo enviado a un país para actuar en nombre de su gobierno.,representación
3319,very potent or powerful,extremadamente potente o poderoso,explosivo/explosiva
3320,"A crust is the outermost layer of something, such as a cake or an apple.",Corteza es la capa externa de algo,corteza
3321,Lacking depth or substance,Carencia de profundidad o sustancia,poco profundo
3322,a dish made by simmering meat or fish in liquid,un plato hecho removiendo carne o pescado en líquido,estofado
3323,A cartoon is a type of animation.,Un dibujo animado es una forma de animación.,dibujo animado
3324,relating to or characteristic of tropical regions,relacionado con o característico de regiones tropicales,tropical
3325,The state of being pregnant.,El estado de estar embarazada.,embarazo
3326,"the act of introducing new or improved methods, products, or processes","el acto de introducir nuevos o mejorados métodos, productos o procesos",innovación
3327,the sport of performing physical exercises and activities,el deporte de realizar ejercicios y actividades físicas,atletismo
3328,a bouncy thing is one that springs back quickly when you press or hit it.,Un objeto elástico es un objeto que vuelve a su forma original rápidamente cuando se lo presiona o golpea.,elástico/elástica
3329,A savory sauce made from the juices of meat or poultry.,Una salsa salada hecha de las jugos de carne o pollo.,salsa
3330,A person who is owned by another person or organization and is forced to work against their will.,Un persona que está en posesión de otra persona o organización y es forzada a trabajar contra su voluntad.,esclavo/esclava
3331,moving or able to move quickly,moviéndose o capaz de moverse rápidamente,rápido/rápida
3332,a preliminary version of a document or plan,una versión preliminar de un documento o plan,borrador
3333,to walk or travel from place to place without a particular destination,caminar o viajar de un lugar a otro sin un destino específico,vagar
3334,having a strong and unpleasant odor.,con un fuerte y desagradable olor.,hediondo/hedionda
3335,having or showing a strong tendency to behave aggressively or cruelly,teniendo o mostrando una tendencia fuerte a comportarse de manera agresiva o cruelmente,vicioso/viciosa
3336,a quality or feeling of being pleasant and enjoyable,una calidad o sensación de ser agradable y delicioso,dulzura
3337,a large quantity or amount,una gran cantidad o cantidad,tonelada
3338,A towel is a piece of fabric used for drying the body after bathing or showering.,Una toalla es una pieza de tela utilizada para secar el cuerpo después de bañarse o ducharse.,toalla
3339,A palm tree is a large evergreen plant native to tropical regions.,Un árbol de palma es un gran árbol evergreno originario de regiones tropicales.,palma
3340,covered in or consisting of mud,cobrado de barro,enfangado/enfangada
3341,"A long, narrow piece of material used in printing or writing.",Una pieza recta y estrecha de materia usada en la impresión o escritura.,columna
3342,"a type of powered, fixed-wing aircraft",un tipo de avión ligero motorizado con alas fijas,aeroplano
3343,a strong and often unhealthy desire to have or do something,una fuerte y a menudo saludable obsesión,obsesión
3344,The process of discussing and agreeing on terms or conditions.,El proceso de discutir y acordar términos o condiciones.,negociación
3345,capable of being renewed or restored,capaz de ser renovable,renovable
3346,to touch something with one's tongue,tocar algo con la lengua,lamer
3347,to make something seem fair or reasonable,hacer que algo parezca justo o razonable,justificar
3348,the agreement to do something voluntarily and without being forced or threatened.,el acuerdo de hacer algo voluntariamente sin ser forzado o amenazado.,consentimiento
3349,relating to or consisting of a group of individuals associated for a common purpose,relacionado con o consistente en un grupo de individuos asociados para un fin común,colectivo/colectiva
3350,A disturbance or interruption that has an adverse effect on a process or system.,Un disturbio o interrupción que tiene un efecto adverso en un proceso o sistema.,disrupción
3351,The state of being civilized,El estado de la civilización,civilización
3352,extensive and thorough,amplio y exhaustivo,generalizado/generalizada
3353,"A secret plan to achieve a goal or accomplish something, especially by deceitful means.","Un plan secreto para lograr un objetivo o alcanzar algo, especialmente mediante medios engañosos.",conspiración
3354,The ability to discern the flavor of food or drink.,La capacidad de distinguir el sabor de la comida o bebida.,cata
3355,The part of a plant that grows underground and produces new plants,La parte de una planta que crece en el suelo y produce nuevas plantas,tallo
3356,A device used to clean floors and surfaces by sucking up dirt and debris.,Un dispositivo utilizado para limpiar pisos y superficies aspirando el polvo y desechos.,vacío
3357,to take the next step in a process or situation,sustener el paso en un proceso o situación,proceder
3358,able to be trusted or depended on,capaz de ser confiable,fiable
3359,a person who performs or entertains an audience,una persona que interpreta o entreten a una audiencia,intérprete
3360,A person elected to represent a constituency or area.,Una persona elegida para representar una constituencia o área.,concejal
3361,A formal expression of desire to attend a social event or occasion.,Una expresión formal de deseo de asistir a un evento o ocasión social.,invitación
3362,A remarkable event or situation that is widely observed and studied.,Un evento o situación notable que se observa y estudia ampliamente.,fenómeno
3363,a temporary stop in a sequence of events or actions.,un intervalo temporal entre eventos o acciones,pausa
3364,a set of bad or unpleasant circumstances that occur together,un conjunto de circunstancias desagradables o indeseables que ocurren juntas,depresiones
3365,A small ball-shaped piece of calcium carbonate used in decorative objects and as a material for sculpture.,Un pequeño bocado de calcita usada en objetos decorativos y como material para la escultura.,mármol
3366,A person who operates an aircraft designed to drop bombs.,Un persona que opera un avño diseñado para derrambar bombas.,bombardero
3367,A person who rides and controls a horse during racing.,Un persona que monta y controla un caballo durante carreras.,jockey
3368,very tasty or flavorful,muy sabroso o de sabor intenso,jugoso/jugosa
3369,a biological agent that replicates itself by attacking the cells of an organism,un agente biológico que se replica mediante el ataque a las células de un organismo,virus
3370,A long and deliberate step,Un paso largo y deliberado,paso largo
3371,deadly or causing death,letal o causante de muerte,letal
3372,The mechanism for controlling the movement of a vehicle.,El mecanismo que controla el movimiento de un vehculo.,dirección
3373,Having the same essential character or qualities as another.,Teniendo el mismo carácter esencial o cualidades que otro.,idéntico/idéntica
3374,The occupation or job that someone does for a living.,La ocupación o trabajo que hace alguien por la vida.,ocupación
3375,The act of watching or monitoring something or someone for security reasons.,El acto de observar o vigilar algo o a alguien para razones de seguridad.,vigilancia
3376,a person between the ages of 13 and 19,una persona entre los 13 y 19 años,adolescentes
3377,a feeling of great excitement or enjoyment,una sensación de gran emoción o disfrute,emoción
3378,to expel fluid from the mouth through the nose or between the lips.,expulsar fluido del boca mediante el nariz o entre las mejillas.,escupir
3379,a room or space beneath the level of the main floor of a building,una habitación o espacio debajo del nivel principal de la planta de un edificio,sótano
3380,the act of evaluating or deciding the quality of something.,el acto de evaluar o decidir la calidad de algo.,juicio
3381,A set of documents or records of events that have occurred during a particular period of time.,Un conjunto de documentos o registros de eventos ocurridos durante un período determinado de tiempo.,procedimientos
3382,To express praise or admiration for someone's achievement.,Exprimir elogio o admiración por una logra de alguien.,felicitación
3383,"informal news or talk about other people's personal lives, especially rumors or unverified information.","informal noticias o charlas sobre la vida personal de otras personas, especialmente rumores o información no verificada.",chisme
3384,A score or assessment used to evaluate the quality of something.,Una puntuación o evaluación utilizada para evaluar la calidad de algo.,calificación
3385,a young dog,un perro joven,cachorro/cachorra
3386,"A collection of items that serve as mementos or reminders of a particular event, person, or period.","Una colección de objetos que sirven como recuerdos o recordatorios de un evento, persona o período específico.",recuerdos
3387,having a great influence on something or someone,teniendo un gran influjo en algo o alguien,influenciador/influenciadora
3388,A bend in the arm,Un giro del brazo,codo
3389,A preliminary drawing or outline of a subject.,Un boceto inicial o esquema de un tema.,boceto
3390,A tool with a sharp blade used for chopping or cutting,Un instrumento con un filo afilado utilizado para cortar o taladrar,hacha
3391,to create or cause something to start burning,crear o iniciar una chispa,chispa
3392,A plan or purpose formed by thought or decision.,Un plan o propósito formado por pensamiento o decisión.,intento
3393,A sudden understanding or enlightenment.,Una comprensión repentina o iluminación.,aja
3394,the back of the body,el parte posterior del cuerpo,trasero
3395,to support or hold up something,soportar o sostener algo,soporte
3396,"A small, usually segmented animal that has six legs and often bites or stings.",Un pequeño animal pequeño con seis piernas que a menudo muerde o pica.,insecto
3397,"A curtain is a piece of fabric hung in front of a window or door to block out light, provide privacy, or add decoration.","Una cortina es una pieza de tela colgada frente a una ventana o puerta para bloquear la luz, proporcionar privacidad o agregar decoración.",cortina
3398,lacking confidence or clarity in one's opinions or feelings.,falta de confianza o claridad en las opiniones o sentimientos,inseguro/insegura
3399,A period of 14 days.,Un período de 14 días.,quincena
3400,Artificial refers to something that is man-made or created by humans.,Artificial se refiere a algo que es creado por los seres humanos.,artificial
3401,Lacking intelligence or common sense.,Carencial o falta de sentido común.,tonto/tonta
3402,a sudden movement of the fingers or thumb on a musical instrument,un movimiento repentino de los dedos o el pulgar sobre un instrumento musical,toque
3403,A hatch is a cover or lid that opens upwards to allow access to something.,Una escotilla es una cubierta o tapa que se abre hacia arriba para permitir acceso a algo.,escotilla
3404,a person employed to manage a household or estate.,una persona que se encarga de administrar una casa o propiedad.,mayordomo
3405,the state of being faithful to an institution or person,el estado de ser leal a una institución o persona,lealtad
3406,A flu is a contagious respiratory illness caused by the influenza virus.,Una gripe es una enfermedad respiratoria contagiosa causada por el virus de la influenza.,gripe
3407,a small cup used for drinking tea,una pequeña taza utilizada para beber té,tee
3408,the state of being successful and flourishing financially,el estado de ser exitoso y florecer financieramente,prosperidad
3409,a person who lives or works near someone else,una persona que vive o trabaja cerca de alguien más,vecino/vecina
3410,a package or bundle of goods,un paquete o conjunto de bienes,paquete
3411,The monarch is a reigning king or queen.,La monarca es un rey o reina que gobierna.,monarca
3412,having or showing a strong and attractive sense of individuality or nonconformity.,teniendo o demostrando un fuerte y atractivo sentido de individualidad o desobediencia.,funky
3413,Following established rules or practices is considered conventional.,Seguir reglas o prácticas establecidas se considera convencional.,convencional
3414,causing laughter or amusement,provocando risas o entretenimiento,hilarante
3415,capable of being collected or gathered.,capaz de ser coleccionado o recogido.,coleccionable
3416,relating to or characteristic of a continent,relacionado con o característico de un continente,continental
3417,a group of people working together in a military or police context,un grupo de personas trabajando juntas en un contexto militar o policial,brigada
3418,to assume something to be true without having enough evidence,asumir algo sin evidencia suficiente,presumir
3419,to accept or agree to something as valid,aceptar o aceptar algo como válido,aprobar
3420,having a good sound or voice.,teniendo una buena voz o sonido.,vocal
3421,a garment that covers the legs and is usually worn over a pair of trousers or shorts.,un vestido que cubre los muslos y suele llevarse sobre una par de pantalones o shorts.,jersey
3422,A condition of confusion or inconsistency.,Un estado de confusión o inconsistencia.,desorden
3423,the sound of joy or amusement,el sonido del risa o el alivio de la frustración,risa
3424,the state of being widely liked or admired,el estado de ser ampliamente gustado o admirado,popularidad
3425,The wrist is the joint that connects the forearm to the hand.,La muñeca es el punto de articulación que conecta el antebrazo con la mano.,muñeca
3426,A tractor is a self-propelled agricultural vehicle used for farming and other tasks.,Un tractor es un vehículo agrícola propulsado por sí mismo utilizado para la agricultura y otras tareas.,tractor
3427,"A thick, white mass of bubbles on the surface of a liquid.",Una masa espesa y blanca de burbujas en la superficie de un líquido.,espuma
3428,"the state of being united or having a single, undivided whole",el estado de unidad o ser indivisible,unidad
3429,A borough is a division of a city or town in the United Kingdom.,Un municipio es una división de una ciudad o pueblo en el Reino Unido.,municipio
3430,A large and impressive house.,Una gran y impresionante casa.,mansión
3431,a device used to supply plants with water.,un dispositivo que suministra agua a las plantas.,riego
3432,relating to the style or design of buildings and other structures,relacionado con el estilo o diseño de edificios y otras estructuras,arquitectónico/arquitectónica
3433,A brightly colored bird known for its ability to mimic human speech.,Un ave colores vivos conocida por su capacidad de imitar el habla humana.,loro
3434,a restaurant where food is served in a casual setting,un restaurante donde se sirve comida en un ambiente casual,comedor
3435,to break or fall apart into pieces,"desmoronarse, en desmoronarse, desmoronarsese, desmoronarseyo, desmoronarseís, desmoronársese, desmoronárselo",desmoronarse
3436,the act of betting or wagering money on events with an uncertain outcome,el juego de azar y la apuesta de dinero en eventos con resultado incierto,juego de azar
3437,to remove or alleviate the feeling of uncertainty or fear that someone has about something.,remover o aliviar la sensación de incertidumbre o miedo que alguien tiene sobre algo.,tranquilizar
3438,relating to or consisting of electricity and electronics,relacionado con o consistente en electricidad y electrónica,electrónico/electrónica
3439,causing someone or something to slip or fall,dando como resultado que alguien o algo se caiga o resbale,resbaladizo/resbaladiza
3440,the act of examining something closely to determine its quality or condition,el acto de examinar algo de cerca para determinar su calidad o condición,inspección
3441,A lens is a piece of glass or plastic that focuses light to form an image.,Un lente es una pieza de cristal o plástico que concentra la luz para formar una imagen.,lente
3442,the current operating mode of a machine or system,el modo actual de operacion de una maquina o sistema,modo
3443,having or showing a gloomy and unpleasant atmosphere,teniendo o exuding un ambiente sombrío y desagradable,lúgubre
3444,A device used to slow or stop the motion of a vehicle.,Un dispositivo utilizado para ralentizar o detener el movimiento de un vehculo.,freno
3445,A group of people singing together in harmony.,Un grupo de personas que cantan juntos en armonía.,coro
3446,a type of trousers,un tipo de pantalones,vaqueros
3447,having a sour or irritable disposition,teniendo un carácter asqueoso o irritante,gruñón/gruñona
3448,a legally enforceable order or requirement.,un orden legalmente obligatorio o requerimiento.,mandato
3449,relating to money or finance,relacionado con dinero o finanzas,monetario/monetaria
3450,desirable means pleasant or attractive.,deseable significa agradable o atractivo.,deseable
3451,The quality of being open and honest in all interactions.,La calidad de ser abierta y honesta en todas las interacciones.,transparencia
3452,A genre of music characterized by rhythmic speech and lyrics that convey personal experiences or stories.,Un género de música caracterizado por un ritmo y discursos que transmiten experiencias personales o historias.,rap
3453,a long thin invertebrate animal that lives in the ground,un animal invertebrado largo y delgado que vive en el suelo,gusano
3454,a temporary agreement to use something in exchange for payment or other benefits,un acuerdo temporal para utilizar algo a cambio de pago o otros beneficios,arrendamiento
3455,a light and continuous fall of raindrops,una lluvia ligera y continua de gotas de agua,llovizna
3456,to give a clear and direct impression or warning of something,dar una clara y directa impresión o advertencia de algo,indicar
3457,used to describe someone or something that stands out or is noticeable.,usado para describir a alguien o algo que se destaca o es notorio.,prominente
3458,the quality of being strong or powerful,la calidad de ser fuerte o poderoso,intensidad
3459,A tax or assessment levied by a government.,Un impuesto o carga tributaria imponida por un gobierno.,impuesto
3460,A fierce and intense anger.,Una furiosa y intensa ira.,rabia
3461,the quality of being brave,la calidad de ser valiente,valentía
3462,a feeling of regret for something you have done.,un sentimiento de arrepentimiento por algo que has hecho.,culpa
3463,A balcony is a structure built around a building or on a roof that provides a space for outdoor activities and recreation.,Un balcón es una estructura construida alrededor de un edificio o en un techo que ofrece un espacio para actividades y recreación al aire libre.,balcón
3464,"a difficult decision or situation,",,dilema
3465,a lack of strength or power.,una debilidad,debilidad
3466,having the power to make decisions that have a significant impact on the outcome of something.,teniendo el poder de tomar decisiones que tienen un impacto significativo en el resultado de algo.,decisivo/decisiva
3467,a subject of study or discussion,un tema de estudio o discusión,tema
3468,The quality of being truthful and having integrity.,La calidad de ser verdadero y tener integridad.,honestidad
